,Action.L,Action.R,Action.U,Action.D,Action.W,Action.C
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4. 14.  1.  3.]]",-71.4311135209359,-30.0,-30.0,-28.00010659471683,0.0,0.0
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4. 14.  6.  3.]]",-69.77289298559104,-84.08999999999999,-75.44289298559104,-64.5235921145393,18.751021939671062,-99.80957276133029
"[[ 3.  3.  3.  3. 14.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [14.  4.  4.  1.  3.]]",-30.0,-30.0,-30.0,-30.0,0.0,-23.05628882246851
"[[ 3.  3.  3.  3. 14.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [14.  4.  4.  6.  3.]]",-61.407329670725005,-75.78234953953756,-81.657,-88.44763858744653,-85.14,-56.67
"[[ 1.  3.  3.  3. 14.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [14.  4.  4.  4.  4.]]",-81.657,-68.3760746107599,-59.1,-51.0,-44.79138028701168,-47.22853165552614
"[[ 1.  3. 14.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4. 14.  4.  4.]]",-64.66645707946488,-59.1,-59.58213861084964,-30.0,9.541975070958918,-64.77
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [15.  4.  4.  4.  6.]]",-1.3409999999999995,222.4352257933792,-0.0297022377759155,121.4135969384693,54.91388262537178,18.057720446744483
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [15.  4.  4.  4.  4.]]",-1.5,28.253137052443908,0.0,0.0,0.0,0.0
"[[ 1.  1.  3.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",-0.123,74.01814001640709,0.0,0.0,0.0,-0.2099999999999999
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [15.  4.  4.  6.  3.]]",60.01341435597233,43.9362759062222,59.42094140661527,59.55821104434294,60.5900421771274,24.533880406854976
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [15.  4.  6.  3.  3.]]",50.8435606569111,36.02263599935106,51.30012300111165,0.0,-21.17385535143238,0.0
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [15.  4.  4.  6. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]]",6.815615204660629,286.1410142110457,210.2257057185339,43.094469440855285,263.0947341365665,69.10560475031198
"[[ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [15.  4.  4.  4. 16.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-1.5,95.47676600629612,-9.53306556287894,148.64318843259514,0.0,32.13905402415156
"[[ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  4.  1. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-0.6,34.57198398951891,0.0,0.0,0.0,0.0
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  4.  1.  6. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]]",115.55058312765968,277.15437205031515,186.53767155120588,120.4519412682977,262.8281721463822,58.92369706717918
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [12.  1.  3.  3. 13.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1.  3.]]",0.0756454740599998,0.0,0.0,100.72509437820432,101.97798663868768,11.151170341872309
"[[ 4.  4. 11.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",48.99145943023555,41.050049959966216,0.0,229.85391245974603,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [12.  3.  3.  3.  3.]]",118.27542989796572,225.9472365054106,103.73929940774302,0.0,149.65790038149458,114.28514709764671
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  4.  6.]]",17.061971109106352,66.66633738067813,0.0,188.5265156037252,0.0,-0.6
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  6.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",153.0128694231337,46.53938399398539,290.50939665127305,66.19695537958195,38.264920993971465,-0.6
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  6.  3.  3.]
 [15.  4.  4.  1. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]]",0.0,-1.5,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 1.  6.  3.  3.  3.]
 [15.  4.  1.  3. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]]",0.0,0.0,0.0,0.0,-0.6,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 1.  6.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  4.  1.]]",174.54526982278117,0.0,0.0,0.0,0.0,0.0
"[[ 4.  1.  6.  3. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",-0.69,-1.7399999999999998,149.39986529464898,39.35690730386797,0.0,-30.0
"[[ 3.  3. 13.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4. 15.  4.  6.]]",1.7536219734318954,187.86353591848257,-33.83870868176978,167.3393982402912,0.0,36.70358758049039
"[[ 1.  3. 13.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4. 15.  4.  4.]]",-1.5,0.0,0.0,0.0,0.0,0.0
"[[ 4.  1. 13.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4. 15.  4.  4.]]",-29.003926187797965,3.0,-1.5,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [15.  4.  1.  3. 13.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]]",88.31887423736204,160.02543361905293,-43.16385190198628,155.6479652882304,217.86290467840013,-16.5171151085626
"[[ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  4.  6. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]]",-51.0,253.03487690291269,0.0,-5.357633886752262,54.46194445648748,-51.0
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  4.  6.  1.]]",45.58510995876996,268.45954149320926,10.89460719728352,0.0,0.6595556605197828,94.55268273623722
"[[ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [15.  1.  3.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  1.]]",-0.123,-4.4468867940058985,-30.0,212.00495258547247,61.5361228921154,-47.07291029378978
"[[14.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  6.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",-30.0,-30.0,-30.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1. 14.]]",-30.0,-30.0,-24.094680733016617,56.07840469527551,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4. 15.  6.  3.]]",61.94195050796078,-25.02899121732938,57.239836034563695,61.74532263364173,46.38223953947575,61.825704733021595
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4. 17.  3.  3.]]",0.0,20.376091889900636,15.672273011859833,0.0,22.328491059159067,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4. 15.  1.  3.]]",-1.5,-0.8527754625625423,-30.666177872034098,237.6400856278248,0.0,79.7242606067066
"[[ 1.  3. 13.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4. 15.  4.  4.]]",249.65323996554207,295.8513265016977,227.2936687839906,103.42463269047178,95.24657612107816,278.30526883527136
"[[ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [15.  4.  4.  4. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",24.101444574862413,144.73690536336107,32.64103761864435,50.22423295062635,269.1219422566027,18.35861255676628
"[[ 3.  3.  3.  3. 13.]
 [ 1.  6.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [15.  4.  4.  4.  4.]]",5.1,0.0,0.0,-1.5,0.0,0.0
"[[ 1.  6.  3.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",9.956405254240906,0.0,0.0,-2.55,0.0,0.0
"[[ 4.  1.  3.  3. 13.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",35.51248134228595,160.76213743493236,1.91531292045,5.781606160134069,37.35400742573942,-6.124730400321308
"[[ 6.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",3.0,-0.1581106649999999,0.0,0.0,0.0,0.0
"[[ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  4.  1. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]]",-28.109055,3.0,0.0,0.0,11.222865199477807,0.0
"[[ 4.  1. 11.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",234.8607217569189,49.24882023483385,124.99613650143652,78.42568216710957,40.88203267419215,181.2212182202004
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [15.  4.  4.  4.  1.]]",-1.5,41.7279118284612,30.06189459666556,278.132213347386,126.3541300863507,131.3859107083648
"[[ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [15.  1.  3.  3. 13.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1.  1.]]",197.5905080597321,35.27476212432664,34.362929530018555,288.98089837945327,77.03590417185292,-75.98999999999998
"[[12.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4. 14.]]",-28.81821,-11.605714959272188,-48.87153444385062,-35.933744447415805,120.3814903598702,-30.0
"[[ 3.  3. 14.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4. 14.  4.  1.]]",-59.1,-85.62899999999999,-64.77,-30.0,-5.146247684213582,-101.29683
"[[ 1.  1. 14.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4. 14.  4.  4.]]",-59.1,-56.67,-30.0,-51.0,-4.280445289567836,0.0
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4. 14.  6.  3.]]",-70.44,-51.0,-59.1,-51.0,-51.0,-30.0
"[[14.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4. 11.]]",-21.24729604342236,-0.1616437964969268,-30.0,-35.17928483246935,154.60897227001897,-30.0
"[[14.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6. 13.]]",0.0,19.0470284897946,0.0,-28.922200550076496,-0.123,0.0
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  4.  1.  3. 13.]
 [ 4.  4.  4.  6.  1.]
 [ 4.  4.  4.  4.  4.]]",152.0393302689987,267.32717752978635,128.09404874652392,59.276334115283376,247.8749669716507,-2.7007993642285406
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [12.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]]",136.63023231668487,80.60120276859615,0.0,0.0,56.68371124359158,-30.0
"[[14.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6. 11.]]",-30.0,-49.81577999999999,-30.0,-51.0,68.9892211341119,-59.1
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4. 17.  1.  3.]]",2.985506915702209,125.52004845789094,57.168332755416834,73.12483358640046,44.00275972554924,246.78806429523604
"[[ 4.  1. 13.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",-29.19,9.329558012783458,281.9477665889383,0.0,-27.26975770206192,0.0
"[[ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [14.  4.  4.  1. 17.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-30.0,-38.1,-30.0,-65.69999999999999,-30.0,0.0
"[[ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [14.  4.  4.  4. 12.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-51.0,-22.55346726915245,0.0,-30.0,-30.0,0.0
"[[ 1.  3.  3.  3. 14.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [14.  4.  4.  4.  4.]]",-30.0,-69.97067276133029,0.0,-30.0,0.0,-30.0
"[[ 1.  1.  3.  3. 14.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  6.]
 [ 4.  4.  4.  4.  4.]
 [14.  4.  4.  4.  4.]]",-65.69999999999999,-30.0,-30.0,-30.0,0.0,0.0
"[[ 1.  3.  3.  3. 14.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [14.  4.  4.  4.  4.]]",-75.987,-83.44641614110523,-95.916,-51.0,-62.28367157919445,-39.1758312555526
"[[ 3.  3.  3.  3. 14.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [14.  4.  4.  1.  1.]]",-79.12609798206648,-59.1,-83.1879,-80.30267233523963,-66.3701135209359,-40.32626237016404
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [11.  1.  3.  3. 14.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1.  1.]]",-17.580161870547563,-73.8,-40.87104154563174,-58.03519300113127,-48.970672761330285,43.479902629406126
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4. 14.  1.  1.]]",-39.73287463107993,-59.1,-30.0,-61.32023344242985,-30.0,-45.957
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [12.  3.  3.  3. 13.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  6.  1.]]",162.83706285627696,133.95571528475978,121.35526622197924,125.9144993869364,267.39812279840726,107.65900694404424
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [15.  4.  1.  1.  3.]]",-2.6981838,53.201742091025096,-7.574056974022799,0.0,-8.8257887343747,-51.25923386558584
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [15.  4.  4.  1.  1.]]",-1.1729999999999998,2.544,-1.5,29.20832526208479,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [15.  1.  1.  3.  3.]]",19.67778447700308,60.8743112639784,11.593558998304594,68.37055849475836,12.082611925092406,-40.389226384162384
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1. 12.  3.  3.]]",3.930365919,89.78298316970559,0.0,111.83037769500442,37.02175949070129,141.15088064298396
"[[ 1.  1. 13.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",157.51191172299795,292.8301338484567,235.8936441928324,151.98623077062985,93.97586203946916,258.4784130649384
"[[ 4.  4. 11.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",81.77342299125132,291.6129908709711,104.36177908860856,155.40132744176503,140.04995521616155,84.02446584402803
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  6.  1.  3.  3.]
 [ 4.  4. 15.  1.  3.]]",221.1002081605763,-31.08826757396816,-28.17762795879215,3.0,-38.21926386042804,157.10555070325273
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  6.  1.  3.  3.]
 [15.  4.  4.  1.  1.]]",293.10046489330887,18.8842765349753,90.77015559050496,138.06253760507013,0.0,-33.34804480173772
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [15.  4.  4.  6. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",203.0013949383677,132.91479885722208,130.0986133679872,135.59250047086942,270.914392603881,113.02991274060676
"[[ 1.  3. 14.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4. 14.  4.  4.]]",-30.0,1.5203389872899171,0.0,-30.0,0.0,-51.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  4. 17.  1.  3.]]",236.3924594359462,271.0869364921184,220.87990917119288,284.91946297450386,230.4913651814112,271.9888856575259
"[[ 1.  3. 13.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  6.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",240.4405921403252,354.444272397753,267.3535387727369,167.68439459858644,142.04531451596387,306.3651815799951
"[[14.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,19.237687181362933,0.0,5.200262318267267,6.081645
"[[11.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",120.0135773810735,164.55640998576462,-51.0,63.30408468705281,-30.0,282.3755552866077
"[[ 1.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [15.  4.  4.  4. 16.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",139.1199989398679,0.0,62.564256305836544,123.53792640254872,71.1099111475002,14.683475506664404
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [15.  4.  4.  1. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",107.5368187150377,65.14066308848992,-2.7238155310329866,-24.94836438952745,120.56531165166764,0.0
"[[ 4.  4.  4.  6. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.0,3.0,35.30581440512367,0.0,0.0,-30.0
"[[ 4.  4.  6.  3. 13.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",-0.69,-1.5,79.96795753800099,0.0,0.0,0.0
"[[ 1.  1.  3.  3. 13.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",58.08525666004556,19.19991379463452,297.0876814491673,-2.55,0.0,0.0
"[[ 4.  6.  3.  3. 13.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.0,-1.5,0.0,0.0,0.0,0.0
"[[ 6.  3.  3.  3. 13.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.0,0.0,0.0,0.0,-0.6,0.0
"[[ 6.  3. 13.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",0.0,0.0,3.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 6.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4. 15.  4.  4.]]",3.0,0.0,0.0,0.0,0.0,0.0
"[[ 1.  3. 13.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4. 15.  4.  4.]]",0.0,0.0,0.0,0.0,-30.0,0.0
"[[11.  3.  3.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [ 4.  4.  1.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4. 15.]]",0.8447397317182467,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  6.  1.  3.  3.]
 [ 4.  4. 15.  1.  1.]]",299.6665351234466,-2.1179366729867475,-18.83550653760805,43.563648431580816,-44.88733741243087,26.94560197625704
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  3.  3.]
 [15.  4.  4.  6.  1.]]",178.52602619199962,172.2303548930511,118.91781771723336,277.1260484898229,246.02240036062875,139.74718873598562
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  6.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [15.  4.  4.  4.  4.]]",229.8503415190931,-2.55,111.12908218554256,-1.7399999999999998,0.0,0.0
"[[ 1.  3.  3.  3. 13.]
 [ 4.  6.  1.  3.  3.]
 [ 4.  4.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",52.480752830574254,0.0,0.0,0.0,-0.6,0.0
"[[ 1.  1.  3.  3. 13.]
 [ 4.  4.  6.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",41.60832016565039,-0.69,175.48426974286758,0.0,0.0,0.0
"[[ 4.  1. 11.  3.  3.]
 [ 4.  4.  4.  6.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",234.0350064092283,303.9565340018671,236.5387657703955,293.12457495697487,201.5567884226092,260.1446038557131
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [15.  4.  6.  1.  3.]]",237.9626460397405,21.476654441337523,43.18130228553757,190.55912308906005,163.92428686881698,-26.39807362299555
"[[ 4.  1.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [15.  4.  4.  4. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",59.08484092429708,0.0,0.0,213.89997988569624,127.29371488903166,0.0
