,Action.L,Action.R,Action.U,Action.D,Action.W,Action.C
"[[14.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  1. 14.]]",-47.98362908488192,-65.34833313215191,-37.92739657427238,-52.62731800562453,-119.04080493879474,137.6124547363567
"[[14.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4. 12.]]",-59.1,-73.8,-28.61023327898376,-47.92802740237688,-53.90748689443285,71.73883228201886
"[[14.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  1.  3. 14.]]",-73.8,-65.34833313215191,-51.0,-51.0,-79.47,58.66548215319507
"[[14.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6. 14.]]",-30.0,-59.1,-30.0,-30.0,-38.7568595804588,113.80261459132647
"[[ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [14.  4.  1.  3. 14.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  1.  3.]]",-93.729,-102.8908463845198,-83.19299999999998,-73.8,-38.61708674121194,-10.768469979380937
"[[ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [14.  4.  4.  1. 14.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4.  1.]]",-110.69720999999998,-77.6563214026587,-65.69999999999999,-59.1,-41.03751949649791,-44.770011228106455
"[[ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [14.  1.  3.  3. 14.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  1.  3.  3.]]",-89.75999999999999,-71.38711676799956,-51.0,-59.1,-34.307233986537064,-12.390232610020826
"[[ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [14.  4.  1.  3. 14.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]]",-59.1,-88.97436280470562,0.0,0.0,-15.727774190458222,-12.923913733661845
"[[ 4.  4.  1.  3. 14.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [14.  4.  4.  1.  3.]]",-80.94809655642307,-58.27779144689464,-43.90039241264127,-69.01398281801863,128.52165306538888,-104.22286012482668
"[[ 4.  4.  4.  1. 14.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [14.  4.  4.  4.  1.]]",-103.7103,-46.13768716093594,-51.0,-64.77,54.304457198433056,-56.66078438798332
"[[ 4.  1.  3.  3. 14.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [14.  4.  1.  3.  3.]]",-59.1,-30.0,-28.13140709264645,-65.62835011989554,69.25342448631324,0.0
"[[ 4.  1.  3.  3. 14.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [14.  4.  4.  6.  3.]]",-46.347084031901886,-19.58105379229096,-7.131407092646456,-70.39638101265516,101.09688620530994,0.0
"[[ 4.  1. 14.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4. 14.  6.  3.]]",110.09727176787172,62.359601071364935,44.09922272110563,-60.58961833420638,208.096334762262,-15.417413356384603
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [15.  4.  1.  3.  3.]]",248.46648372831373,88.61200304007605,234.50620138247547,355.768658709199,85.36438894690829,279.2150247075798
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [15.  1.  3.  3.  3.]]",240.09171246391566,0.0,0.0,0.0,0.0,0.0
"[[ 1.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  4.  6.  3.  3.]]",41.78510446725022,-0.9440999999999998,11.576247319705764,309.38271079516267,-63.53972296911414,139.0430436667478
"[[ 1.  3. 13.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4. 17.  3.  3.]]",-30.0,43.99503474586061,-1.1080329,0.0,29.14167758141254,0.0
"[[ 4.  4.  1.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  6.  3.]
 [15.  4.  4.  4.  1.]]",17.860769922063472,41.76433116463039,0.0,12.154434812428761,0.0,0.0
"[[ 4.  4.  4.  1. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  6.]
 [15.  4.  4.  4.  4.]]",-28.16312064773344,58.94729327496246,0.0,0.0,0.0,-20.605815141842506
"[[ 1.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [15.  4.  1.  3.  3.]]",278.6631967796846,-1.5,-1.5,0.0,0.0,61.36149769818082
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  6.  3.  3.  3.]]",47.906435416351215,0.0,0.0,0.0,0.0,17.19067763717145
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  6.  3.  3.]]",-1.7399999999999998,11.010537562414829,3.1088020964118,247.88463648527718,-30.0,0.0
"[[ 1.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  4.  1.  3.  3.]]",-1.5,5.1,0.0,20.958526283006663,-30.0,0.0
"[[ 4.  1.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  4.  1.  3.]]",-1.5,3.0,-1.5,0.0,0.0,0.0
"[[ 4.  4.  1.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  4.  1.]]",-1.5,0.0,-1.565364,0.0,0.0,0.0
"[[ 4.  4.  4.  1. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",-27.90418445341341,3.0,0.0,0.0,0.0,-27.65914187045722
"[[ 4.  4.  1.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  1.]]",-1.5,30.89314960992452,0.0,0.0,0.0,0.0
"[[ 4.  4.  4.  1. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",-27.504229117389382,21.834745361548297,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  1.  1.  1.  1.]
 [ 1.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",-1.5,76.78957538723782,0.0,-1.4433,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  1.  1.  1.]
 [ 1.  1.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",-0.606,79.90239863971858,-30.0,0.0,0.0,-30.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  6.  1.  3.]
 [12.  1.  4.  4. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-30.15228031009092,0.0,0.0,0.0,0.0,0.0
"[[ 1.  1. 11.  6.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",173.89999525470444,103.54436620650316,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 11.]
 [ 1.  3.  3.  6.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.7462109999999995,0.0,3.0,-75.82804292999998,130.71507906935528,-51.0
"[[ 1.  3.  3.  6. 14.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.9379409999999994,-14.698671946366954,0.0,-29.926047,0.0,-30.0
"[[ 3.  3. 13.  1.  4.]
 [ 3.  3.  6.  4.  4.]
 [ 1.  1.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",101.6363362622273,-46.72052169069765,244.11661140994957,-0.475093836257713,81.83975862290808,-83.19299999999998
"[[ 3.  3. 11.  4.  4.]
 [ 3.  6.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",48.23551274258363,180.90628624128328,75.59590590152844,-1.5,61.71422027435158,-21.65622133066345
"[[ 3.  3.  3.  1. 15.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [11.  4.  4.  4.  4.]]",82.02746885811662,107.5074692761738,73.29037819914564,-52.901344974747616,-63.942499181060576,252.49687686618188
"[[ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [13.  6.  4.  4. 15.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]]",165.39961674879763,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 11.  4.  4.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1. 15.  4.  4.]]",-30.0,-65.69999999999999,-30.0,-38.69617777602737,306.86859243877564,0.0
"[[ 3.  3. 13.  1.  4.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3. 12.  4.  4.]]",-30.0,-30.0,-9.120437691110562,-22.649088110937388,0.0,-51.0
"[[ 3.  3.  1.  4. 14.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [14.  1.  4.  4.  4.]]",-30.0,-51.0,-30.0,-30.0,44.94518922838581,0.0
"[[ 3.  3.  3.  1. 14.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [14.  3.  1.  4.  4.]]",-30.0,-51.0,-30.0,0.0,0.0,0.0
"[[ 3.  1.  4.  4. 14.]
 [ 3.  6.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [12.  4.  4.  4.  4.]]",-30.0,-30.0,-30.0,0.0,37.49730470780016,-30.0
"[[ 3.  3.  3.  1. 14.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [14.  3.  1.  4.  4.]]",-30.0,-30.0,-23.36617777602737,-30.0,0.0,0.0
"[[ 3.  3.  3.  3. 11.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [14.  3.  3.  1.  4.]]",-30.0,-30.0,-38.1,0.0,-15.473636150801688,0.0
"[[ 3.  3.  1.  4. 14.]
 [ 3.  6.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [14.  1.  4.  4.  4.]]",-51.0,0.0,0.0,0.0,0.0907755892453153,0.0
"[[ 3.  1.  4.  4. 15.]
 [ 3.  6.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [11.  4.  4.  4.  4.]]",-27.85755,0.0,0.0,0.0,0.0,0.0
"[[ 3.  6.  4.  4. 15.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [11.  4.  4.  4.  4.]]",0.0,0.0,0.0,-1.5,0.0,0.0
"[[ 3.  3. 14.  1.  4.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3. 11.  4.  4.]]",-33.34375432865608,-39.63726497735371,-34.84992901525973,-51.0,-58.58789778225854,257.65286752217924
"[[13.  3.  6.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",17.504223377605292,-1.5,256.6932147503104,0.0,87.22525152623304,0.0
"[[13.  3.  3.  6.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4. 15.]]",-1.5,111.84436213925372,0.0,0.0,7.86124814142207,0.0
"[[13.  3.  3.  3.  6.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1. 15.]]",-26.02486328077479,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",56.83932990299751,76.47582462137076,168.61128570506196,23.3129828659729,132.42648250453675,56.34335265637766
"[[ 3.  3. 14.  1.  4.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4. 14.  4.  4.]]",-38.1,-30.0,-41.60070774134232,-15.087871705848482,-83.32873583155992,67.72885712130375
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3. 11.  4.  4.]]",-64.77,-39.04803716716258,-30.0,-30.0,-30.0,83.09974761935806
"[[14.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4. 14.]]",-38.1,-30.0,-75.30750021987765,-62.571966027897005,-67.61504746510865,-3.4241772586550887
"[[ 3.  3.  3.  1.  4.]
 [ 3.  3.  6.  4.  4.]
 [14.  1.  4.  4. 14.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]]",-70.44,-51.0,-30.0,-38.1,0.3656855088403459,-74.40415658256552
"[[ 3.  3.  3.  1. 14.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [12.  4.  4.  4.  4.]]",-30.405,-16.687367668063967,-66.8757100397878,-20.668865135339257,116.76664011220088,-53.53899481061745
"[[ 3.  3. 13.  1.  4.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4. 15.  4.  4.]]",168.64170071121296,-52.808295066852025,263.6163714906013,-49.58497591725778,198.24135676489152,-26.56709947310236
"[[ 3.  3. 11.  4.  4.]
 [ 3.  6.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",15.195082206378832,24.08528704738416,0.4307310225633145,25.64879921836141,114.47770044507314,13.40047972388716
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3. 12.  4.  4.]]",32.569951368751575,151.80488562706373,-6.523315655672071,76.77848389406023,108.30763071820826,-18.33508474012156
"[[13.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4. 15.]]",85.14303606397999,171.79376766753973,190.7394664879871,46.1366763680322,241.4595670449121,113.09390991148229
"[[13.  3.  3.  3.  6.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",26.271583140173185,64.76239981540425,65.29141000475246,0.5426875380833522,63.07792619505945,10.26595427425142
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4. 15.]]",19.36674305830295,76.89389177526714,14.839670988325947,-0.123,0.9683848132422166,0.0
"[[13.  3.  6.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",74.8923333141069,33.065804691380535,209.0163885473121,5.61831798952803,90.83449533490328,-28.96012667301114
"[[ 3.  3.  6.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [13.  1.  4.  4. 15.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-1.5,66.4743993947854,257.9449991966414,45.25845071886478,-48.62666615387853,121.71636147014058
"[[ 3.  3.  3.  6.  4.]
 [ 3.  3.  3.  1.  4.]
 [13.  3.  1.  4. 15.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]]",-1.5,128.6742508001492,0.0,-1.5,0.0,15.914190977295808
"[[ 3.  3.  3.  3.  6.]
 [ 3.  3.  3.  3.  1.]
 [13.  3.  3.  1. 15.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]]",-17.199666972155338,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  6.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [11.  4.  4.  4. 15.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",204.35761608273555,244.76864905409144,250.33273112544143,71.90768826065694,104.96594155238571,202.8630905092316
"[[13.  3.  3.  3.  1.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4. 15.]]",193.3734390944518,222.73886047620866,219.24491669089315,199.84936217106383,206.98751371398671,190.0618095956733
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",38.970485357683934,219.48222302594098,133.62689095620632,63.368010432531406,179.373243218927,132.84134583747934
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4. 15.]]",4.794030069943491,42.33451474423832,35.156076367734826,22.66967616231036,72.98756179167084,-31.050927188231505
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4. 15.]]",27.823026092433885,9.329558012783458,15.620439365548608,0.0,-0.6,0.0
"[[13.  3.  3.  3.  6.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",5.529217044957149,97.03745033703706,73.69483444022595,0.0,0.0,-0.6
"[[13.  3.  3.  6.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4. 15.]]",18.11174719633136,91.17327127294288,220.71339120149923,15.867865258407027,0.0,38.05846827152049
"[[ 4.  4.  1.  6. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",18.82979451082946,103.49349853364622,1.97893842783951,0.0,0.0,55.94380453973171
"[[ 1.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [15.  1.  3.  3. 13.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  1.  3.  3.]]",227.3265788824977,0.0,-20.591775600540227,0.0,0.0,0.0
"[[15.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6. 13.]]",-38.09084564824901,-20.68693437596244,33.529741731426085,76.92975110734146,159.6563606503,-22.95119964259716
"[[15.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4. 16.]]",28.595102167497807,-30.0,0.0,-20.04163220592567,100.66112280515912,27.57606409717224
"[[15.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4. 11.]]",134.2443026210281,26.30356216134708,138.30805697255806,12.568130318873148,279.70316704139947,65.69210707895583
"[[12.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  6.  3. 13.]]",67.49941747200702,39.69914651339703,0.0,0.0,112.27061342236136,0.0
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [15.  4.  1.  3.  3.]]",3.0,6.465360836494417,0.0,5.1,-30.0,107.06540737051218
"[[ 4.  1.  3.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [15.  4.  1.  3.  3.]]",7.706860620929087,-1.7399999999999998,171.627695575411,367.4612567418732,-75.98999999999998,220.8303171457112
"[[ 4.  4.  1.  3. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  6.  3.]
 [15.  4.  4.  1.  3.]]",-1.5,3.0,0.0,3.0,0.0,97.40957597231878
"[[ 4.  4.  4.  1. 13.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  6.]
 [15.  4.  4.  4.  1.]]",-26.570354804000093,0.0,0.0,0.0,0.0,0.0
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [15.  1.  3.  3.  3.]]",105.48762996489944,0.0,0.0,0.0,0.0,0.0
"[[ 4.  1.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  6.  3.  3.]]",-1.5,0.0,-0.3115590000000001,0.0,-6.751779314344328,277.76657389535734
"[[ 4.  4.  1.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  6.  3.]]",-2.55,0.0,2.21515970834653,31.54111999285596,0.0,84.03630769351686
"[[ 4.  4.  4.  1. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  6.]]",16.755073328320165,0.0,-1.5,0.0,0.0,-28.9713
"[[ 4.  4.  4.  1. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  1.]]",0.0,5.909999999999999,0.0,0.0,-30.0,0.0
"[[ 4.  4.  1.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  1.  3.]]",-0.3873000000000002,7.440899999999999,0.0,26.410555057270717,-30.0,0.924
"[[ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  1.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]]",-1.5,-30.0,9.941983413038171,0.0,0.0,-0.6
"[[ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [15.  4.  1.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]]",-2.55,18.457759412287288,0.0,0.0,0.0,0.0
"[[ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  1. 13.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]]",-26.26754269591072,7.521112387100764,0.0,0.0,0.0,0.0
"[[ 4.  4. 11.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4. 15.  1.  3.]]",-30.0,-30.0,-30.0,72.7669592747103,-30.0,0.0
"[[ 4.  4. 14.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4. 15.  4.  1.]]",-30.0,-30.0,-51.0,-30.0,0.0,0.0
"[[ 4.  1. 13.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  6.  3.  3.  3.]
 [ 4.  4. 12.  3.  3.]]",-30.0,-30.0,-30.0,-12.673693098999694,0.0,0.0
"[[ 4.  4. 11.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4. 17.  3.  3.]]",-30.0,-51.0,0.0,-30.0,0.0,183.99346861917684
"[[ 4.  4. 11.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4. 15.  6.  3.]]",-30.0,18.88822548695466,-51.0,-30.0,0.0,81.56411724362384
"[[14.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6. 14.]]",-30.0,-64.77,-30.0,-30.0,-38.1,0.0
